#threads: 16
#paths: 1

output attributes: 
name                              offset    size
================================================
position                               0      12
intensity                             12       2
return number                         14       1
number of returns                     15       1
classification                        16       1
scan angle rank                       17       1
user data                             18       1
point source id                       19       2
gps-time                              21       8
rgb                                   29       6
semantic                              35       2
instance                              37       2
visible                               39       1
confidence                            40       2
================================================
                                              42
================================================
cubicAABB: {
	"min": [-2990.514893, -3741.836182, 110.728000],
	"max": [4827.338107, 4076.016818, 7928.581000],
	"size": [7817.853000, 7817.853000, 7817.853000]
}
#points: 805'552'860
total file size: 30.8 GB
target directory: '/home/localadmin/lidarserv/data/kitti_sorted.las_Potree'

=======================================
=== COUNTING                           
=======================================
tStartTaskAssembly: 0.000313s

[1%, 1s], [COUNTING: 2%, duration: 1s, throughput: 18MPs][RAM: 2.4GB (highest 2.4GB), CPU: 52%]
[2%, 2s], [COUNTING: 5%, duration: 2s, throughput: 19MPs][RAM: 2.4GB (highest 2.4GB), CPU: 88%]
[3%, 3s], [COUNTING: 8%, duration: 3s, throughput: 22MPs][RAM: 2.4GB (highest 2.4GB), CPU: 85%]
[4%, 4s], [COUNTING: 12%, duration: 4s, throughput: 25MPs][RAM: 2.4GB (highest 2.4GB), CPU: 84%]
[5%, 5s], [COUNTING: 16%, duration: 5s, throughput: 26MPs][RAM: 2.4GB (highest 2.4GB), CPU: 80%]
[7%, 6s], [COUNTING: 20%, duration: 6s, throughput: 26MPs][RAM: 2.4GB (highest 2.4GB), CPU: 86%]
[7%, 7s], [COUNTING: 22%, duration: 7s, throughput: 26MPs][RAM: 2.4GB (highest 2.4GB), CPU: 94%]
[9%, 8s], [COUNTING: 26%, duration: 8s, throughput: 26MPs][RAM: 2.4GB (highest 2.4GB), CPU: 81%]
[10%, 9s], [COUNTING: 30%, duration: 9s, throughput: 27MPs][RAM: 2.4GB (highest 2.4GB), CPU: 78%]
[11%, 10s], [COUNTING: 34%, duration: 10s, throughput: 27MPs][RAM: 2.4GB (highest 2.4GB), CPU: 77%]
[12%, 11s], [COUNTING: 37%, duration: 11s, throughput: 27MPs][RAM: 2.4GB (highest 2.4GB), CPU: 79%]
[13%, 12s], [COUNTING: 40%, duration: 12s, throughput: 27MPs][RAM: 2.4GB (highest 2.4GB), CPU: 82%]
[15%, 13s], [COUNTING: 44%, duration: 13s, throughput: 27MPs][RAM: 2.4GB (highest 2.4GB), CPU: 80%]
[16%, 14s], [COUNTING: 48%, duration: 14s, throughput: 27MPs][RAM: 2.4GB (highest 2.4GB), CPU: 70%]
[17%, 15s], [COUNTING: 51%, duration: 15s, throughput: 28MPs][RAM: 2.4GB (highest 2.4GB), CPU: 82%]
[18%, 16s], [COUNTING: 55%, duration: 16s, throughput: 28MPs][RAM: 2.4GB (highest 2.4GB), CPU: 91%]
[19%, 17s], [COUNTING: 58%, duration: 17s, throughput: 28MPs][RAM: 2.4GB (highest 2.4GB), CPU: 93%]
[21%, 18s], [COUNTING: 62%, duration: 18s, throughput: 28MPs][RAM: 2.4GB (highest 2.4GB), CPU: 89%]
[22%, 19s], [COUNTING: 66%, duration: 19s, throughput: 28MPs][RAM: 2.4GB (highest 2.4GB), CPU: 76%]
[23%, 20s], [COUNTING: 69%, duration: 20s, throughput: 28MPs][RAM: 2.4GB (highest 2.4GB), CPU: 88%]
[24%, 21s], [COUNTING: 73%, duration: 21s, throughput: 28MPs][RAM: 2.4GB (highest 2.4GB), CPU: 93%]
[25%, 22s], [COUNTING: 76%, duration: 22s, throughput: 28MPs][RAM: 2.4GB (highest 2.4GB), CPU: 88%]
[27%, 23s], [COUNTING: 80%, duration: 23s, throughput: 28MPs][RAM: 2.4GB (highest 2.4GB), CPU: 80%]
[28%, 24s], [COUNTING: 83%, duration: 24s, throughput: 28MPs][RAM: 2.4GB (highest 2.4GB), CPU: 77%]
[29%, 25s], [COUNTING: 87%, duration: 25s, throughput: 28MPs][RAM: 2.4GB (highest 2.4GB), CPU: 70%]
[30%, 26s], [COUNTING: 90%, duration: 26s, throughput: 28MPs][RAM: 2.4GB (highest 2.4GB), CPU: 70%]
[31%, 27s], [COUNTING: 94%, duration: 27s, throughput: 28MPs][RAM: 2.4GB (highest 2.4GB), CPU: 81%]
[33%, 28s], [COUNTING: 98%, duration: 28s, throughput: 28MPs][RAM: 2.4GB (highest 2.4GB), CPU: 79%]
countPointsInCells: 28.560986s
finished counting in 29s
=======================================
[33%, 29s], [COUNTING: 100%, duration: 29s, throughput: 28MPs][RAM: 2.7GB (highest 2.7GB), CPU: 22%]
[33%, 30s], [COUNTING: 100%, duration: 29s, throughput: 28MPs][RAM: 2.8GB (highest 2.8GB), CPU: 6%]
[33%, 31s], [COUNTING: 100%, duration: 29s, throughput: 28MPs][RAM: 2.8GB (highest 2.8GB), CPU: 6%]
[33%, 32s], [COUNTING: 100%, duration: 29s, throughput: 28MPs][RAM: 3.2GB (highest 3.2GB), CPU: 6%]
createLUT: 3.843798s

=======================================
=== CREATING CHUNKS                    
=======================================
distributePoints0: 0.000548s
distributePoints1: 0.000553s
[33%, 33s], [DISTRIBUTING: 0%, duration: 0s, throughput: -nanMPs][RAM: 3.1GB (highest 3.7GB), CPU: 14%]
[34%, 34s], [DISTRIBUTING: 2%, duration: 1s, throughput: 23MPs][RAM: 4.5GB (highest 4.6GB), CPU: 99%]
[35%, 35s], [DISTRIBUTING: 5%, duration: 2s, throughput: 19MPs][RAM: 4.7GB (highest 4.9GB), CPU: 100%]
[36%, 36s], [DISTRIBUTING: 8%, duration: 3s, throughput: 22MPs][RAM: 4.1GB (highest 4.9GB), CPU: 99%]
[37%, 37s], [DISTRIBUTING: 10%, duration: 4s, throughput: 22MPs][RAM: 4.1GB (highest 4.9GB), CPU: 94%]
[37%, 38s], [DISTRIBUTING: 11%, duration: 5s, throughput: 18MPs][RAM: 4.1GB (highest 4.9GB), CPU: 90%]
[37%, 39s], [DISTRIBUTING: 12%, duration: 6s, throughput: 17MPs][RAM: 4.1GB (highest 4.9GB), CPU: 61%]
[38%, 40s], [DISTRIBUTING: 14%, duration: 7s, throughput: 16MPs][RAM: 4.1GB (highest 4.9GB), CPU: 97%]
[38%, 41s], [DISTRIBUTING: 14%, duration: 7s, throughput: 16MPs][RAM: 4.1GB (highest 4.9GB), CPU: 73%]
[38%, 42s], [DISTRIBUTING: 14%, duration: 7s, throughput: 16MPs][RAM: 4.1GB (highest 4.9GB), CPU: 76%]
[38%, 43s], [DISTRIBUTING: 14%, duration: 7s, throughput: 16MPs][RAM: 4.1GB (highest 4.9GB), CPU: 68%]
[38%, 44s], [DISTRIBUTING: 14%, duration: 11s, throughput: 10MPs][RAM: 4.1GB (highest 4.9GB), CPU: 72%]
[39%, 45s], [DISTRIBUTING: 16%, duration: 12s, throughput: 11MPs][RAM: 4.1GB (highest 4.9GB), CPU: 68%]
[39%, 46s], [DISTRIBUTING: 16%, duration: 12s, throughput: 11MPs][RAM: 4.1GB (highest 4.9GB), CPU: 90%]
[39%, 47s], [DISTRIBUTING: 18%, duration: 14s, throughput: 10MPs][RAM: 4.1GB (highest 4.9GB), CPU: 96%]
[40%, 48s], [DISTRIBUTING: 20%, duration: 15s, throughput: 11MPs][RAM: 4.1GB (highest 4.9GB), CPU: 98%]
[41%, 49s], [DISTRIBUTING: 22%, duration: 15s, throughput: 11MPs][RAM: 4.1GB (highest 4.9GB), CPU: 85%]
[41%, 50s], [DISTRIBUTING: 22%, duration: 15s, throughput: 11MPs][RAM: 4.1GB (highest 4.9GB), CPU: 65%]
[41%, 51s], [DISTRIBUTING: 23%, duration: 18s, throughput: 10MPs][RAM: 4.1GB (highest 4.9GB), CPU: 89%]
[42%, 52s], [DISTRIBUTING: 26%, duration: 19s, throughput: 11MPs][RAM: 4.1GB (highest 4.9GB), CPU: 87%]
[42%, 53s], [DISTRIBUTING: 26%, duration: 19s, throughput: 11MPs][RAM: 4.1GB (highest 4.9GB), CPU: 73%]
[42%, 54s], [DISTRIBUTING: 27%, duration: 21s, throughput: 10MPs][RAM: 4.1GB (highest 4.9GB), CPU: 83%]
[43%, 55s], [DISTRIBUTING: 28%, duration: 22s, throughput: 10MPs][RAM: 4.1GB (highest 4.9GB), CPU: 53%]
[43%, 56s], [DISTRIBUTING: 28%, duration: 22s, throughput: 10MPs][RAM: 4.1GB (highest 4.9GB), CPU: 66%]
[43%, 57s], [DISTRIBUTING: 28%, duration: 22s, throughput: 10MPs][RAM: 4.1GB (highest 4.9GB), CPU: 85%]
[43%, 58s], [DISTRIBUTING: 28%, duration: 25s, throughput: 9MPs][RAM: 4.1GB (highest 4.9GB), CPU: 87%]
[43%, 59s], [DISTRIBUTING: 28%, duration: 26s, throughput: 9MPs][RAM: 4.1GB (highest 4.9GB), CPU: 74%]
[43%, 60s], [DISTRIBUTING: 30%, duration: 27s, throughput: 9MPs][RAM: 4.1GB (highest 4.9GB), CPU: 85%]
[44%, 61s], [DISTRIBUTING: 31%, duration: 28s, throughput: 9MPs][RAM: 4.2GB (highest 4.9GB), CPU: 93%]
[45%, 62s], [DISTRIBUTING: 34%, duration: 29s, throughput: 9MPs][RAM: 4.1GB (highest 4.9GB), CPU: 95%]
[45%, 63s], [DISTRIBUTING: 36%, duration: 29s, throughput: 10MPs][RAM: 4.1GB (highest 4.9GB), CPU: 67%]
[46%, 64s], [DISTRIBUTING: 37%, duration: 31s, throughput: 10MPs][RAM: 4.1GB (highest 4.9GB), CPU: 87%]
[46%, 65s], [DISTRIBUTING: 38%, duration: 31s, throughput: 10MPs][RAM: 4.1GB (highest 4.9GB), CPU: 86%]
[46%, 66s], [DISTRIBUTING: 39%, duration: 33s, throughput: 9MPs][RAM: 4.1GB (highest 4.9GB), CPU: 87%]
[47%, 67s], [DISTRIBUTING: 40%, duration: 33s, throughput: 10MPs][RAM: 4.1GB (highest 4.9GB), CPU: 55%]
[47%, 68s], [DISTRIBUTING: 40%, duration: 35s, throughput: 9MPs][RAM: 4.1GB (highest 4.9GB), CPU: 90%]
[47%, 69s], [DISTRIBUTING: 42%, duration: 36s, throughput: 9MPs][RAM: 4.1GB (highest 4.9GB), CPU: 72%]
[47%, 70s], [DISTRIBUTING: 42%, duration: 36s, throughput: 9MPs][RAM: 4.1GB (highest 4.9GB), CPU: 94%]
[47%, 71s], [DISTRIBUTING: 42%, duration: 36s, throughput: 9MPs][RAM: 4.1GB (highest 4.9GB), CPU: 90%]
[47%, 72s], [DISTRIBUTING: 42%, duration: 39s, throughput: 9MPs][RAM: 4.1GB (highest 4.9GB), CPU: 95%]
